pattern,metric_name,input_type,size,run_id,elapsed_sec,status
long-sparse,lsaf,binary,65536,2,0.0022384012117981,ok
long-sparse,lsaf,binary,65536,3,0.0021946420893073,ok
long-sparse,lsaf,binary,65536,4,0.0022034617140889,ok
long-sparse,lsaf,binary,131072,0,0.0045700995251536,ok
long-sparse,lsaf,binary,131072,1,0.0044635338708758,ok
long-sparse,lsaf,binary,131072,2,0.0044633410871028,ok
long-sparse,lsaf,binary,131072,3,0.0044863913208246,ok
long-sparse,lsaf,binary,131072,4,0.0044369669631123,ok
long-sparse,lsaf,binary,262144,0,0.0086175883188843,ok
long-sparse,lsaf,binary,262144,1,0.0114102605730295,ok
long-sparse,lsaf,binary,262144,2,0.0088255908340215,ok
long-sparse,lsaf,binary,262144,3,0.0087549956515431,ok
long-sparse,lsaf,binary,262144,4,0.008470413275063,ok
long-sparse,lsaf,binary,524288,0,0.0166975269094109,ok
long-sparse,lsaf,binary,524288,1,0.0163741335272789,ok
long-sparse,lsaf,binary,524288,2,0.016462349332869,ok
long-sparse,lsaf,binary,524288,3,0.0164496740326285,ok
long-sparse,lsaf,binary,524288,4,0.0164444139227271,ok
long-sparse,lsaf,binary,1048576,0,0.0334061970934271,ok
long-sparse,lsaf,binary,1048576,1,0.0334534952417016,ok
long-sparse,lsaf,binary,1048576,2,0.0335473604500293,ok
long-sparse,lsaf,binary,1048576,3,0.0333995232358574,ok
long-sparse,lsaf,binary,1048576,4,0.0334579367190599,ok
long-sparse,mttd,binary,256,0,0.0004872791469097,ok
long-sparse,mttd,binary,256,1,0.0004551755264401,ok
long-sparse,mttd,binary,256,2,0.0004648072645068,ok
long-sparse,mttd,binary,256,3,0.0004493799060583,ok
long-sparse,mttd,binary,256,4,0.0004881089553236,ok
long-sparse,mttd,binary,512,0,0.000488806515932,ok
long-sparse,mttd,binary,512,1,0.0004684291779994,ok
long-sparse,mttd,binary,512,2,0.00048513058573,ok
long-sparse,mttd,binary,512,3,0.0004672296345233,ok
long-sparse,mttd,binary,512,4,0.0005426760762929,ok
long-sparse,mttd,binary,1024,0,0.000503035262227,ok
long-sparse,mttd,binary,1024,1,0.0005480544641613,ok
long-sparse,mttd,binary,1024,2,0.0004824427887797,ok
long-sparse,mttd,binary,1024,3,0.000481522642076,ok
long-sparse,mttd,binary,1024,4,0.0004817899316549,ok
long-sparse,mttd,binary,2048,0,0.000539157539606,ok
long-sparse,mttd,binary,2048,1,0.000515847466886,ok
long-sparse,mttd,binary,2048,2,0.0005689281970262,ok
long-sparse,mttd,binary,2048,3,0.0005175787955522,ok
long-sparse,mttd,binary,2048,4,0.0005154535174369,ok
long-sparse,mttd,binary,4096,0,0.0005878135561943,ok
long-sparse,mttd,binary,4096,1,0.0005672881379723,ok
long-sparse,mttd,binary,4096,2,0.0005689300596714,ok
long-sparse,mttd,binary,4096,3,0.0006074411794543,ok
long-sparse,mttd,binary,4096,4,0.0005681812763214,ok
long-sparse,mttd,binary,8192,0,0.0007009841501712,ok
long-sparse,mttd,binary,8192,1,0.0007305908948183,ok
long-sparse,mttd,binary,8192,2,0.0006735045462846,ok
long-sparse,mttd,binary,8192,3,0.0006737764924764,ok
long-sparse,mttd,binary,8192,4,0.0006856601685285,ok
long-sparse,mttd,binary,16384,0,0.0010002143681049,ok
long-sparse,mttd,binary,16384,1,0.0008828351274132,ok
long-sparse,mttd,binary,16384,2,0.0008825901895761,ok
long-sparse,mttd,binary,16384,3,0.0009120451286435,ok
long-sparse,mttd,binary,16384,4,0.0008804490789771,ok
long-sparse,mttd,binary,32768,0,0.0013902373611927,ok
long-sparse,mttd,binary,32768,1,0.0013539558276534,ok
long-sparse,mttd,binary,32768,2,0.0013451250270009,ok
long-sparse,mttd,binary,32768,3,0.0012948149815201,ok
long-sparse,mttd,binary,32768,4,0.0013696905225515,ok
long-sparse,mttd,binary,65536,0,0.0022166166454553,ok
long-sparse,mttd,binary,65536,1,0.0020705088973045,ok
long-sparse,mttd,binary,65536,2,0.0020695403218269,ok
long-sparse,mttd,binary,65536,3,0.0020702043548226,ok
long-sparse,mttd,binary,65536,4,0.0021165190264582,ok
long-sparse,mttd,binary,131072,0,0.0045569501817226,ok
long-sparse,mttd,binary,131072,1,0.0044392272830009,ok
long-sparse,mttd,binary,131072,2,0.0044310363009572,ok
long-sparse,mttd,binary,131072,3,0.0044317161664366,ok
long-sparse,mttd,binary,131072,4,0.0045072510838508,ok
long-sparse,mttd,binary,262144,0,0.0085422256961464,ok
long-sparse,mttd,binary,262144,1,0.0084035964682698,ok
long-sparse,mttd,binary,262144,2,0.0083966152742505,ok
long-sparse,mttd,binary,262144,3,0.0083594927564263,ok
long-sparse,mttd,binary,262144,4,0.0084030702710151,ok
long-sparse,mttd,binary,524288,0,0.0167265422642231,ok
long-sparse,mttd,binary,524288,1,0.0169904055073857,ok
long-sparse,mttd,binary,524288,2,0.0169758535921573,ok
long-sparse,mttd,binary,524288,3,0.0170131744816899,ok
long-sparse,mttd,binary,524288,4,0.0169803975149989,ok
long-sparse,mttd,binary,1048576,0,0.0328176915645599,ok
long-sparse,mttd,binary,1048576,1,0.032683240249753,ok
long-sparse,mttd,binary,1048576,2,0.0328198131173849,ok
long-sparse,mttd,binary,1048576,3,0.0327349007129669,ok
long-sparse,mttd,binary,1048576,4,0.032736113294959,ok
long-sparse,nab_score,binary,256,0,0.0039463629946112,ok
long-sparse,nab_score,binary,256,1,0.0036179758608341,ok
long-sparse,nab_score,binary,256,2,0.0036365697160363,ok
long-sparse,nab_score,binary,256,3,0.0036036614328622,ok
long-sparse,nab_score,binary,256,4,0.0036208117380738,ok
long-sparse,nab_score,binary,512,0,0.0054296683520078,ok
long-sparse,nab_score,binary,512,1,0.0052831340581178,ok
long-sparse,nab_score,binary,512,2,0.0052693197503685,ok
long-sparse,nab_score,binary,512,3,0.0054115736857056,ok
long-sparse,nab_score,binary,512,4,0.0053113363683223,ok
long-sparse,nab_score,binary,1024,0,0.0086954729631543,ok
long-sparse,nab_score,binary,1024,1,0.0086079463362693,ok
long-sparse,nab_score,binary,1024,2,0.0086207585409283,ok
long-sparse,nab_score,binary,1024,3,0.0087008262053132,ok
long-sparse,nab_score,binary,1024,4,0.0086286999285221,ok
long-sparse,nab_score,binary,2048,0,0.0151844266802072,ok
long-sparse,nab_score,binary,2048,1,0.0296280421316623,ok
long-sparse,nab_score,binary,2048,2,0.0152617981657385,ok
long-sparse,nab_score,binary,2048,3,0.0151858674362301,ok
long-sparse,nab_score,binary,2048,4,0.0150764668360352,ok
long-sparse,nab_score,binary,4096,0,0.0272909589111804,ok
long-sparse,nab_score,binary,4096,1,0.0275073777884244,ok
long-sparse,nab_score,binary,4096,2,0.0271419733762741,ok
long-sparse,nab_score,binary,4096,3,0.0271688671782612,ok
long-sparse,nab_score,binary,4096,4,0.0274299820885062,ok
long-sparse,nab_score,binary,8192,0,0.053840666078031,ok
long-sparse,nab_score,binary,8192,1,0.054019090719521,ok
long-sparse,nab_score,binary,8192,2,0.0542149916291236,ok
long-sparse,nab_score,binary,8192,3,0.0670059062540531,ok
long-sparse,nab_score,binary,8192,4,0.0533641688525676,ok
long-sparse,nab_score,binary,16384,0,0.1103199524804949,ok
long-sparse,nab_score,binary,16384,1,0.123798188753426,ok
long-sparse,nab_score,binary,16384,2,0.1081024361774325,ok
long-sparse,nab_score,binary,16384,3,0.1088534574955701,ok
long-sparse,nab_score,binary,16384,4,0.122848555445671,ok
long-sparse,nab_score,binary,32768,0,0.2191496742889285,ok
long-sparse,nab_score,binary,32768,1,0.2345770606771111,ok
long-sparse,nab_score,binary,32768,2,0.230724785476923,ok
long-sparse,nab_score,binary,32768,3,0.2148956675082445,ok
long-sparse,nab_score,binary,32768,4,0.2315179519355297,ok
long-sparse,nab_score,binary,65536,0,0.4443954164162278,ok
long-sparse,nab_score,binary,65536,1,0.4521739371120929,ok
long-sparse,nab_score,binary,65536,2,0.4394853608682751,ok
long-sparse,nab_score,binary,65536,3,0.4556988636031747,ok
long-sparse,nab_score,binary,65536,4,0.4326201323419809,ok
long-sparse,nab_score,binary,131072,0,0.9437614437192678,ok
long-sparse,nab_score,binary,131072,1,0.946676041930914,ok
long-sparse,nab_score,binary,131072,2,0.9170057000592352,ok
long-sparse,nab_score,binary,131072,3,0.9317388450726868,ok
long-sparse,nab_score,binary,131072,4,0.9305817671120168,ok
long-sparse,nab_score,binary,262144,0,1.9943129243329167,ok
long-sparse,nab_score,binary,262144,1,1.9609621139243243,ok
long-sparse,nab_score,binary,262144,2,1.96553011611104,ok
long-sparse,nab_score,binary,262144,3,1.980762867256999,ok
long-sparse,nab_score,binary,262144,4,1.9226694367825985,ok
long-sparse,nab_score,binary,524288,0,4.122189970687032,ok
long-sparse,nab_score,binary,524288,1,4.071704071946442,ok
long-sparse,nab_score,binary,524288,2,4.103663484565914,ok
long-sparse,nab_score,binary,524288,3,4.032120080664754,ok
long-sparse,nab_score,binary,524288,4,4.092394729144871,ok
long-sparse,nab_score,binary,1048576,0,8.466031149961054,ok
long-sparse,nab_score,binary,1048576,1,8.554815300740302,ok
long-sparse,nab_score,binary,1048576,2,8.473181521520019,ok
long-sparse,nab_score,binary,1048576,3,8.422656208276749,ok
long-sparse,nab_score,binary,1048576,4,8.310641471296549,ok
long-sparse,naff_f,binary,256,0,0.0009922906756401,ok
long-sparse,naff_f,binary,256,1,0.0009275591000914,ok
long-sparse,naff_f,binary,256,2,0.0009249756112694,ok
long-sparse,naff_f,binary,256,3,0.0009210780262947,ok
long-sparse,naff_f,binary,256,4,0.0009263399988412,ok
long-sparse,naff_f,binary,512,0,0.0011079367250204,ok
long-sparse,naff_f,binary,512,1,0.0010625617578625,ok
long-sparse,naff_f,binary,512,2,0.0010503241792321,ok
long-sparse,naff_f,binary,512,3,0.0010417513549327,ok
long-sparse,naff_f,binary,512,4,0.0010510524734854,ok
long-sparse,naff_f,binary,1024,0,0.0012037046253681,ok
long-sparse,naff_f,binary,1024,1,0.0011906782165169,ok
long-sparse,naff_f,binary,1024,2,0.0011912947520613,ok
long-sparse,naff_f,binary,1024,3,0.0011872518807649,ok
long-sparse,naff_f,binary,1024,4,0.0011927308514714,ok
long-sparse,naff_f,binary,2048,0,0.0016109580174088,ok
long-sparse,naff_f,binary,2048,1,0.0016496842727065,ok
long-sparse,naff_f,binary,2048,2,0.0016646888107061,ok
long-sparse,naff_f,binary,2048,3,0.0016497774049639,ok
long-sparse,naff_f,binary,2048,4,0.0015856083482503,ok
long-sparse,naff_f,binary,4096,0,0.0021958258002996,ok
long-sparse,naff_f,binary,4096,1,0.0021873088553547,ok
long-sparse,naff_f,binary,4096,2,0.0022457465529441,ok
long-sparse,naff_f,binary,4096,3,0.0021899165585637,ok
long-sparse,naff_f,binary,4096,4,0.0021770093590021,ok
long-sparse,naff_f,binary,8192,0,0.0034676771610975,ok
long-sparse,naff_f,binary,8192,1,0.0034205708652734,ok
long-sparse,naff_f,binary,8192,2,0.0034378347918391,ok
long-sparse,naff_f,binary,8192,3,0.0033812932670116,ok
long-sparse,naff_f,binary,8192,4,0.0034160511568188,ok
long-sparse,naff_f,binary,16384,0,0.0057109212502837,ok
long-sparse,naff_f,binary,16384,1,0.0057053118944168,ok
long-sparse,naff_f,binary,16384,2,0.0057326387614011,ok
long-sparse,naff_f,binary,16384,3,0.005719038657844,ok
long-sparse,naff_f,binary,16384,4,0.0057043861597776,ok
long-sparse,naff_f,binary,32768,0,0.0123524283990263,ok
long-sparse,naff_f,binary,32768,1,0.0122530134394764,ok
long-sparse,naff_f,binary,32768,2,0.0123531268909573,ok
long-sparse,naff_f,binary,32768,3,0.0122602144256234,ok
long-sparse,naff_f,binary,32768,4,0.0122534940019249,ok
long-sparse,naff_f,binary,65536,0,0.0217989720404148,ok
long-sparse,naff_f,binary,65536,1,0.0217022569850087,ok
long-sparse,naff_f,binary,65536,2,0.0217574136331677,ok
long-sparse,naff_f,binary,65536,3,0.0217250511050224,ok
long-sparse,naff_f,binary,65536,4,0.021771665662527,ok
long-sparse,naff_f,binary,131072,0,0.0428434507921338,ok
long-sparse,naff_f,binary,131072,1,0.04272336140275,ok
long-sparse,naff_f,binary,131072,2,0.0426631793379783,ok
long-sparse,naff_f,binary,131072,3,0.042775897309184,ok
long-sparse,naff_f,binary,131072,4,0.0426308074966073,ok
long-sparse,naff_f,binary,262144,0,0.0873121973127126,ok
long-sparse,naff_f,binary,262144,1,0.0868856059387326,ok
long-sparse,naff_f,binary,262144,2,0.0867752907797694,ok
long-sparse,naff_f,binary,262144,3,0.0866092098876833,ok
long-sparse,naff_f,binary,262144,4,0.0870244679972529,ok
long-sparse,naff_f,binary,524288,0,0.1641648793593049,ok
long-sparse,naff_f,binary,524288,1,0.1637386670336127,ok
long-sparse,naff_f,binary,524288,2,0.1641221074387431,ok
long-sparse,naff_f,binary,524288,3,0.1635682443156838,ok
long-sparse,naff_f,binary,524288,4,0.164386692456901,ok
long-sparse,naff_f,binary,1048576,0,0.3320497190579772,ok
long-sparse,naff_f,binary,1048576,1,0.331399891525507,ok
long-sparse,naff_f,binary,1048576,2,0.3311839839443564,ok
long-sparse,naff_f,binary,1048576,3,0.3308128016069531,ok
long-sparse,naff_f,binary,1048576,4,0.3318240586668253,ok
long-sparse,pa_auc_pr,continuous,256,0,0.0068492647260427,ok
long-sparse,pa_auc_pr,continuous,256,1,0.0064764814451336,ok
long-sparse,pa_auc_pr,continuous,256,2,0.0065034739673137,ok
long-sparse,pa_auc_pr,continuous,256,3,0.0064786449074745,ok
long-sparse,pa_auc_pr,continuous,256,4,0.0064623076468706,ok
long-sparse,pa_auc_pr,continuous,512,0,0.0122691560536623,ok
long-sparse,pa_auc_pr,continuous,512,1,0.0123078459873795,ok
long-sparse,pa_auc_pr,continuous,512,2,0.0123256025835871,ok
long-sparse,pa_auc_pr,continuous,512,3,0.0121618695557117,ok
long-sparse,pa_auc_pr,continuous,512,4,0.0122760785743594,ok
long-sparse,pa_auc_pr,continuous,1024,0,0.0240742750465869,ok
long-sparse,pa_auc_pr,continuous,1024,1,0.0239650243893265,ok
long-sparse,pa_auc_pr,continuous,1024,2,0.0241045784205198,ok
long-sparse,pa_auc_pr,continuous,1024,3,0.0240683080628514,ok
long-sparse,pa_auc_pr,continuous,1024,4,0.0239962767809629,ok
long-sparse,pa_auc_pr,continuous,2048,0,0.0471631400287151,ok
long-sparse,pa_auc_pr,continuous,2048,1,0.0469211461022496,ok
long-sparse,pa_auc_pr,continuous,2048,2,0.0468160435557365,ok
long-sparse,pa_auc_pr,continuous,2048,3,0.047039832919836,ok
long-sparse,pa_auc_pr,continuous,2048,4,0.0469052782282233,ok
long-sparse,pa_auc_pr,continuous,4096,0,0.0931532690301537,ok
long-sparse,pa_auc_pr,continuous,4096,1,0.0933847241103649,ok
long-sparse,pa_auc_pr,continuous,4096,2,0.0936656659469008,ok
long-sparse,pa_auc_pr,continuous,4096,3,0.0942910183221101,ok
long-sparse,pa_auc_pr,continuous,4096,4,0.0937882391735911,ok
long-sparse,pa_auc_pr,continuous,8192,0,0.1871491177007556,ok
long-sparse,pa_auc_pr,continuous,8192,1,0.1850322382524609,ok
long-sparse,pa_auc_pr,continuous,8192,2,0.1856489665806293,ok
long-sparse,pa_auc_pr,continuous,8192,3,0.1842193771153688,ok
long-sparse,pa_auc_pr,continuous,8192,4,0.1851667119190096,ok
long-sparse,pa_auc_pr,continuous,16384,0,0.3695459654554724,ok
long-sparse,pa_auc_pr,continuous,16384,1,0.3694367669522762,ok
long-sparse,pa_auc_pr,continuous,16384,2,0.3698082575574517,ok
long-sparse,pa_auc_pr,continuous,16384,3,0.3701482331380248,ok
long-sparse,pa_auc_pr,continuous,16384,4,0.3705203868448734,ok
long-sparse,pa_auc_pr,continuous,32768,0,0.7373822666704655,ok
long-sparse,pa_auc_pr,continuous,32768,1,0.7369660371914506,ok
long-sparse,pa_auc_pr,continuous,32768,2,0.7313677407801151,ok
long-sparse,pa_auc_pr,continuous,32768,3,0.7357529308646917,ok
long-sparse,pa_auc_pr,continuous,32768,4,0.7342127300798893,ok
long-sparse,pa_auc_pr,continuous,65536,0,1.4880625195801258,ok
long-sparse,pa_auc_pr,continuous,65536,1,1.4712292272597551,ok
long-sparse,pa_auc_pr,continuous,65536,2,1.480438744649291,ok
long-sparse,pa_auc_pr,continuous,65536,3,1.4695363156497478,ok
long-sparse,pa_auc_pr,continuous,65536,4,1.474864687770605,ok
long-sparse,pa_auc_pr,continuous,131072,0,2.9598781056702137,ok
long-sparse,pa_auc_pr,continuous,131072,1,2.969073174521327,ok
long-sparse,pa_auc_pr,continuous,131072,2,2.929962840862572,ok
long-sparse,pa_auc_pr,continuous,131072,3,2.94216793589294,ok
long-sparse,pa_auc_pr,continuous,131072,4,2.9471659399569035,ok
long-sparse,pa_auc_pr,continuous,262144,0,5.911490016616881,ok
long-sparse,pa_auc_pr,continuous,262144,1,5.949950210750103,ok
long-sparse,pa_auc_pr,continuous,262144,2,5.9267697632312775,ok
long-sparse,pa_auc_pr,continuous,262144,3,5.923817987553775,ok
long-sparse,pa_auc_pr,continuous,262144,4,5.88611079659313,ok
long-sparse,pa_auc_pr,continuous,524288,0,11.911848806776106,ok
long-sparse,pa_auc_pr,continuous,524288,1,11.94341895263642,ok
long-sparse,pa_auc_pr,continuous,524288,2,11.924501077271998,ok
long-sparse,pa_auc_pr,continuous,524288,3,11.932489505037664,ok
long-sparse,pa_auc_pr,continuous,524288,4,11.922159085981548,ok
long-sparse,pa_auc_pr,continuous,1048576,0,23.73943947535008,ok
long-sparse,pa_auc_pr,continuous,1048576,1,23.83425808418542,ok
long-sparse,pa_auc_pr,continuous,1048576,2,23.85328842047602,ok
long-sparse,pa_auc_pr,continuous,1048576,3,23.867133067920804,ok
long-sparse,pa_auc_pr,continuous,1048576,4,23.87302988674492,ok
long-sparse,pa_auc_roc,continuous,256,0,0.0066732065752148,ok
long-sparse,pa_auc_roc,continuous,256,1,0.0065390849485993,ok
long-sparse,pa_auc_roc,continuous,256,2,0.0064279213547706,ok
long-sparse,pa_auc_roc,continuous,256,3,0.0063954349607229,ok
long-sparse,pa_auc_roc,continuous,256,4,0.0064506437629461,ok
long-sparse,pa_auc_roc,continuous,512,0,0.0121949845924973,ok
long-sparse,pa_auc_roc,continuous,512,1,0.0121848443523049,ok
long-sparse,pa_auc_roc,continuous,512,2,0.0121235754340887,ok
long-sparse,pa_auc_roc,continuous,512,3,0.0121373841539025,ok
long-sparse,pa_auc_roc,continuous,512,4,0.0121443783864378,ok
long-sparse,pa_auc_roc,continuous,1024,0,0.0241123316809535,ok
long-sparse,pa_auc_roc,continuous,1024,1,0.023732173256576,ok
long-sparse,pa_auc_roc,continuous,1024,2,0.0238247700035572,ok
long-sparse,pa_auc_roc,continuous,1024,3,0.0239733653143048,ok
long-sparse,pa_auc_roc,continuous,1024,4,0.0239223036915063,ok
long-sparse,pa_auc_roc,continuous,2048,0,0.0467386823147535,ok
long-sparse,pa_auc_roc,continuous,2048,1,0.0466665141284465,ok
long-sparse,pa_auc_roc,continuous,2048,2,0.0466839130967855,ok
long-sparse,pa_auc_roc,continuous,2048,3,0.0467891050502657,ok
long-sparse,pa_auc_roc,continuous,2048,4,0.0470417235046625,ok
long-sparse,pa_auc_roc,continuous,4096,0,0.0928380666300654,ok
long-sparse,pa_auc_roc,continuous,4096,1,0.0928120985627174,ok
long-sparse,pa_auc_roc,continuous,4096,2,0.0924344081431627,ok
long-sparse,pa_auc_roc,continuous,4096,3,0.093052820302546,ok
long-sparse,pa_auc_roc,continuous,4096,4,0.0928116049617528,ok
long-sparse,pa_auc_roc,continuous,8192,0,0.1845742836594581,ok
long-sparse,pa_auc_roc,continuous,8192,1,0.1859193192794919,ok
long-sparse,pa_auc_roc,continuous,8192,2,0.1856842720881104,ok
long-sparse,pa_auc_roc,continuous,8192,3,0.1834477940574288,ok
long-sparse,pa_auc_roc,continuous,8192,4,0.1843632366508245,ok
long-sparse,pa_auc_roc,continuous,16384,0,0.3665463030338287,ok
long-sparse,pa_auc_roc,continuous,16384,1,0.36546132247895,ok
long-sparse,pa_auc_roc,continuous,16384,2,0.3674421152099967,ok
long-sparse,pa_auc_roc,continuous,16384,3,0.3711748858913779,ok
long-sparse,pa_auc_roc,continuous,16384,4,0.3671332774683833,ok
long-sparse,pa_auc_roc,continuous,32768,0,0.7391775213181973,ok
long-sparse,pa_auc_roc,continuous,32768,1,0.7378697823733091,ok
long-sparse,pa_auc_roc,continuous,32768,2,0.734753237105906,ok
long-sparse,pa_auc_roc,continuous,32768,3,0.7375275706872344,ok
long-sparse,pa_auc_roc,continuous,32768,4,0.7378152953460813,ok
long-sparse,pa_auc_roc,continuous,65536,0,1.4792263060808182,ok
long-sparse,pa_auc_roc,continuous,65536,1,1.4770015608519316,ok
long-sparse,pa_auc_roc,continuous,65536,2,1.4709092155098915,ok
long-sparse,pa_auc_roc,continuous,65536,3,1.4666730016469955,ok
long-sparse,pa_auc_roc,continuous,65536,4,1.4716786118224263,ok
long-sparse,pa_auc_roc,continuous,131072,0,2.94395914580673,ok
long-sparse,pa_auc_roc,continuous,131072,1,2.952171710319817,ok
long-sparse,pa_auc_roc,continuous,131072,2,2.9512027706950903,ok
long-sparse,pa_auc_roc,continuous,131072,3,2.9328754087910056,ok
long-sparse,pa_auc_roc,continuous,131072,4,2.945349051617086,ok
long-sparse,pa_auc_roc,continuous,262144,0,5.908283486962318,ok
long-sparse,pa_auc_roc,continuous,262144,1,5.885646086186171,ok
long-sparse,pa_auc_roc,continuous,262144,2,5.930155700072646,ok
long-sparse,pa_auc_roc,continuous,262144,3,5.88895508274436,ok
long-sparse,pa_auc_roc,continuous,262144,4,5.860726369544864,ok
long-sparse,pa_auc_roc,continuous,524288,0,11.929084024392068,ok
long-sparse,pa_auc_roc,continuous,524288,1,11.869317435659468,ok
long-sparse,pa_auc_roc,continuous,524288,2,11.921002184972169,ok
long-sparse,pa_auc_roc,continuous,524288,3,11.9430888928473,ok
long-sparse,pa_auc_roc,continuous,524288,4,11.965489535592496,ok
long-sparse,pa_auc_roc,continuous,1048576,0,23.795534824952483,ok
long-sparse,pa_auc_roc,continuous,1048576,1,23.78999222163111,ok
long-sparse,pa_auc_roc,continuous,1048576,2,23.95462527126074,ok
long-sparse,pa_auc_roc,continuous,1048576,3,23.651907433755696,ok
long-sparse,pa_auc_roc,continuous,1048576,4,23.739506571553648,ok
long-sparse,paf,binary,256,0,0.0007752496749162,ok
long-sparse,paf,binary,256,1,0.0005685677751898,ok
long-sparse,paf,binary,256,2,0.0005633775144815,ok
long-sparse,paf,binary,256,3,0.0005582841113209,ok
long-sparse,paf,binary,256,4,0.0005655419081449,ok
long-sparse,paf,binary,512,0,0.0006343722343444,ok
long-sparse,paf,binary,512,1,0.0005818251520395,ok
long-sparse,paf,binary,512,2,0.0005817087367177,ok
long-sparse,paf,binary,512,3,0.0005802987143397,ok
long-sparse,paf,binary,512,4,0.0005829026922583,ok
long-sparse,paf,binary,1024,0,0.0006461422890424,ok
long-sparse,paf,binary,1024,1,0.0006027817726135,ok
long-sparse,paf,binary,1024,2,0.0005975682288408,ok
long-sparse,paf,binary,1024,3,0.0006156936287879,ok
long-sparse,paf,binary,1024,4,0.0005995435640215,ok
long-sparse,paf,binary,2048,0,0.000686315819621,ok
long-sparse,paf,binary,2048,1,0.0006321500986814,ok
long-sparse,paf,binary,2048,2,0.000635826960206,ok
long-sparse,paf,binary,2048,3,0.0006340695545077,ok
long-sparse,paf,binary,2048,4,0.0006584394723176,ok
long-sparse,paf,binary,4096,0,0.0007533635944128,ok
long-sparse,paf,binary,4096,1,0.0007120324298739,ok
long-sparse,paf,binary,4096,2,0.0006838850677013,ok
long-sparse,paf,binary,4096,3,0.0006860792636871,ok
long-sparse,paf,binary,4096,4,0.0007230769842863,ok
long-sparse,paf,binary,8192,0,0.0008892640471458,ok
long-sparse,paf,binary,8192,1,0.0008009411394596,ok
long-sparse,paf,binary,8192,2,0.0007939683273434,ok
long-sparse,paf,binary,8192,3,0.0007994212210178,ok
long-sparse,paf,binary,8192,4,0.0007988372817635,ok
long-sparse,paf,binary,16384,0,0.0011476604267954,ok
long-sparse,paf,binary,16384,1,0.0010149432346224,ok
long-sparse,paf,binary,16384,2,0.0010586595162749,ok
long-sparse,paf,binary,16384,3,0.0010128822177648,ok
long-sparse,paf,binary,16384,4,0.0010641310364007,ok
long-sparse,paf,binary,32768,0,0.0016516121104359,ok
long-sparse,paf,binary,32768,1,0.0014558304101228,ok
long-sparse,paf,binary,32768,2,0.0014165677130222,ok
long-sparse,paf,binary,32768,3,0.0014185179024934,ok
long-sparse,paf,binary,32768,4,0.0014793034642934,ok
long-sparse,paf,binary,65536,0,0.0026085628196597,ok
long-sparse,paf,binary,65536,1,0.0021588895469903,ok
long-sparse,paf,binary,65536,2,0.002223826944828,ok
long-sparse,paf,binary,65536,3,0.0022023078054189,ok
long-sparse,paf,binary,65536,4,0.0021489672362804,ok
long-sparse,paf,binary,131072,0,0.0050896210595965,ok
long-sparse,paf,binary,131072,1,0.0044233426451683,ok
long-sparse,paf,binary,131072,2,0.0044142063707113,ok
long-sparse,paf,binary,131072,3,0.0044087506830692,ok
long-sparse,paf,binary,131072,4,0.0044205170124769,ok
long-sparse,paf,binary,262144,0,0.0083804670721292,ok
long-sparse,paf,binary,262144,1,0.0082181394100189,ok
long-sparse,paf,binary,262144,2,0.0082550644874572,ok
long-sparse,paf,binary,262144,3,0.008298298344016,ok
long-sparse,paf,binary,262144,4,0.0082993870601058,ok
long-sparse,paf,binary,524288,0,0.0165693676099181,ok
long-sparse,paf,binary,524288,1,0.0167616950348019,ok
long-sparse,paf,binary,524288,2,0.0168942939490079,ok
long-sparse,paf,binary,524288,3,0.016722684726119,ok
long-sparse,paf,binary,524288,4,0.0167161468416452,ok
long-sparse,paf,binary,1048576,0,0.0332657303661108,ok
long-sparse,paf,binary,1048576,1,0.0327489273622632,ok
long-sparse,paf,binary,1048576,2,0.0327554456889629,ok
long-sparse,paf,binary,1048576,3,0.0327671067789197,ok
long-sparse,paf,binary,1048576,4,0.032666546292603,ok
long-sparse,pak,continuous,256,0,0.000331793911755,ok
long-sparse,pak,continuous,256,1,0.0002811215817928,ok
long-sparse,pak,continuous,256,2,0.0002762721851468,ok
long-sparse,pak,continuous,256,3,0.0002761231735348,ok
long-sparse,pak,continuous,256,4,0.0002781115472316,ok
long-sparse,pak,continuous,512,0,0.0002715392038226,ok
long-sparse,pak,continuous,512,1,0.0007177582010626,ok
long-sparse,pak,continuous,512,2,0.0002973955124616,ok
long-sparse,pak,continuous,512,3,0.0002890601754188,ok
long-sparse,pak,continuous,512,4,0.0002918327227234,ok
long-sparse,pak,continuous,1024,0,0.0003056460991501,ok
long-sparse,pak,continuous,1024,1,0.0003057867288589,ok
long-sparse,pak,continuous,1024,2,0.0003054207190871,ok
long-sparse,pak,continuous,1024,3,0.0003064516931772,ok
long-sparse,pak,continuous,1024,4,0.0003115097060799,ok
long-sparse,pak,continuous,2048,0,0.0003636432811617,ok
long-sparse,pak,continuous,2048,1,0.0003495458513498,ok
long-sparse,pak,continuous,2048,2,0.0003555938601493,ok
long-sparse,pak,continuous,2048,3,0.0003516748547554,ok
long-sparse,pak,continuous,2048,4,0.0003543691709637,ok
long-sparse,pak,continuous,4096,0,0.0004456499591469,ok
long-sparse,pak,continuous,4096,1,0.0004081847146153,ok
long-sparse,pak,continuous,4096,2,0.0005679531022906,ok
long-sparse,pak,continuous,4096,3,0.0005352823063731,ok
long-sparse,pak,continuous,4096,4,0.0005336152389645,ok
long-sparse,pak,continuous,8192,0,0.0008310060948133,ok
long-sparse,pak,continuous,8192,1,0.0007368829101324,ok
