metric,input_type,lower_is_better,taxonomy_root,taxonomy_leaf,taxonomy_path,reference_id,scenario_id,scenario_key,family,level_idx,level_factor,lead_steps,delay_steps,score_raw,score_oriented,base_score_oriented,score_gap,normalized_penalty,normalized_score
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.88293580,0.88293580,1.00000000,0.11706420,0.42700478,0.57299522
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.78474422,0.78474422,1.00000000,0.21525578,0.78516956,0.21483044
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.77458942,0.77458942,1.00000000,0.22541058,0.82221035,0.17778965
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.77458942,0.77458942,1.00000000,0.22541058,0.82221035,0.17778965
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.77458942,0.77458942,1.00000000,0.22541058,0.82221035,0.17778965
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.99706839,0.99706839,1.00000000,0.00293161,0.01069338,0.98930662
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.98165314,0.98165314,1.00000000,0.01834686,0.06692222,0.93307778
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.92300438,0.92300438,1.00000000,0.07699562,0.28085013,0.71914987
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.81754930,0.81754930,1.00000000,0.18245070,0.66550935,0.33449065
naff_f,binary,False,TEM,TSTM,TEM/TSTM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.72584803,0.72584803,1.00000000,0.27415197,1.00000000,0.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.90000000,0.90000000,1.00000000,0.10000000,0.25555556,0.74444444
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.51111111,0.48888889
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.72000000,0.72000000,1.00000000,0.28000000,0.71555556,0.28444444
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.85185185,0.14814815
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.62068966,0.62068966,1.00000000,0.37931034,0.96934866,0.03065134
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89010989,0.89010989,1.00000000,0.10989011,0.28083028,0.71916972
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.51111111,0.48888889
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.78260870,0.78260870,1.00000000,0.21739130,0.55555556,0.44444444
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.78260870,0.78260870,1.00000000,0.21739130,0.55555556,0.44444444
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.78260870,0.78260870,1.00000000,0.21739130,0.55555556,0.44444444
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87804878,0.87804878,1.00000000,0.12195122,0.31165312,0.68834688
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.79558011,0.79558011,1.00000000,0.20441989,0.52240638,0.47759362
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73469388,0.73469388,1.00000000,0.26530612,0.67800454,0.32199546
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.85185185,0.14814815
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.61016949,0.61016949,1.00000000,0.38983051,0.99623352,0.00376648
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89285714,0.89285714,1.00000000,0.10714286,0.27380952,0.72619048
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81300813,0.81300813,1.00000000,0.18699187,0.47786811,0.52213189
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.76923077,0.76923077,1.00000000,0.23076923,0.58974359,0.41025641
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.73529412,0.73529412,1.00000000,0.26470588,0.67647059,0.32352941
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.70422535,0.70422535,1.00000000,0.29577465,0.75586854,0.24413146
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87500000,0.87500000,1.00000000,0.12500000,0.31944444,0.68055556
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.51111111,0.48888889
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73684211,0.73684211,1.00000000,0.26315789,0.67251462,0.32748538
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.85185185,0.14814815
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.60869565,0.60869565,1.00000000,0.39130435,1.00000000,0.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r5_single_short,r5_single_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89075630,0.89075630,1.00000000,0.10924370,0.27917834,0.72082166
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81381958,0.81381958,1.00000000,0.18618042,0.47579441,0.52420559
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.80151229,0.80151229,1.00000000,0.19848771,0.50724638,0.49275362
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.80151229,0.80151229,1.00000000,0.19848771,0.50724638,0.49275362
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.80151229,0.80151229,1.00000000,0.19848771,0.50724638,0.49275362
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
paf,binary,False,TEM,TPDM,TEM/TPDM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.90000000,0.90000000,1.00000000,0.10000000,0.11538462,0.88461538
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.23076923,0.76923077
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.72000000,0.72000000,1.00000000,0.28000000,0.32307692,0.67692308
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.62068966,0.62068966,1.00000000,0.37931034,0.43766578,0.56233422
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.36363636,0.36363636,1.00000000,0.63636364,0.73426573,0.26573427
pakf,binary,False,TEM,PTDM,TEM/PTDM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.20000000,0.20000000,1.00000000,0.80000000,0.92307692,0.07692308
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89010989,0.89010989,1.00000000,0.10989011,0.12679628,0.87320372
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.23076923,0.76923077
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.39603960,0.39603960,1.00000000,0.60396040,0.69687738,0.30312262
pakf,binary,False,TEM,PTDM,TEM/PTDM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.17977528,0.17977528,1.00000000,0.82022472,0.94641314,0.05358686
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87804878,0.87804878,1.00000000,0.12195122,0.14071295,0.85928705
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.79558011,0.79558011,1.00000000,0.20441989,0.23586910,0.76413090
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73469388,0.73469388,1.00000000,0.26530612,0.30612245,0.69387755
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.61016949,0.61016949,1.00000000,0.38983051,0.44980443,0.55019557
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.43478261,0.43478261,1.00000000,0.56521739,0.65217391,0.34782609
pakf,binary,False,TEM,PTDM,TEM/PTDM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.17721519,0.17721519,1.00000000,0.82278481,0.94936709,0.05063291
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89285714,0.89285714,1.00000000,0.10714286,0.12362637,0.87637363
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81300813,0.81300813,1.00000000,0.18699187,0.21575985,0.78424015
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.76923077,0.76923077,1.00000000,0.23076923,0.26627219,0.73372781
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.73529412,0.73529412,1.00000000,0.26470588,0.30542986,0.69457014
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.70422535,0.70422535,1.00000000,0.29577465,0.34127844,0.65872156
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.64864865,0.64864865,1.00000000,0.35135135,0.40540541,0.59459459
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.38709677,0.38709677,1.00000000,0.61290323,0.70719603,0.29280397
pakf,binary,False,TEM,PTDM,TEM/PTDM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.14814815,0.14814815,1.00000000,0.85185185,0.98290598,0.01709402
pakf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
pakf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87500000,0.87500000,1.00000000,0.12500000,0.14423077,0.85576923
pakf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.23076923,0.76923077
pakf,binary,False,TEM,PTDM,TEM/PTDM,r5_single_short,r5_single_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73684211,0.73684211,1.00000000,0.26315789,0.30364372,0.69635628
