metric,input_type,lower_is_better,taxonomy_root,taxonomy_leaf,taxonomy_path,reference_id,scenario_id,scenario_key,family,level_idx,level_factor,lead_steps,delay_steps,score_raw,score_oriented,base_score_oriented,score_gap,normalized_penalty,normalized_score
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89010989,0.89010989,1.00000000,0.10989011,0.12679628,0.87320372
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.23076923,0.76923077
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.78260870,0.78260870,1.00000000,0.21739130,0.25083612,0.74916388
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.94805195,0.94805195,1.00000000,0.05194805,0.05994006,0.94005994
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.85915493,0.85915493,1.00000000,0.14084507,0.16251354,0.83748646
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.39603960,0.39603960,1.00000000,0.60396040,0.69687738,0.30312262
dicec,binary,False,SPM,SPM,SPM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.17977528,0.17977528,1.00000000,0.82022472,0.94641314,0.05358686
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87804878,0.87804878,1.00000000,0.12195122,0.14071295,0.85928705
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.79558011,0.79558011,1.00000000,0.20441989,0.23586910,0.76413090
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73469388,0.73469388,1.00000000,0.26530612,0.30612245,0.69387755
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.61016949,0.61016949,1.00000000,0.38983051,0.44980443,0.55019557
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.96402878,0.96402878,1.00000000,0.03597122,0.04150526,0.95849474
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.83870968,0.83870968,1.00000000,0.16129032,0.18610422,0.81389578
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.67889908,0.67889908,1.00000000,0.32110092,0.37050106,0.62949894
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.43478261,0.43478261,1.00000000,0.56521739,0.65217391,0.34782609
dicec,binary,False,SPM,SPM,SPM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.17721519,0.17721519,1.00000000,0.82278481,0.94936709,0.05063291
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89285714,0.89285714,1.00000000,0.10714286,0.12362637,0.87637363
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81300813,0.81300813,1.00000000,0.18699187,0.21575985,0.78424015
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.76923077,0.76923077,1.00000000,0.23076923,0.26627219,0.73372781
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.73529412,0.73529412,1.00000000,0.26470588,0.30542986,0.69457014
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.70422535,0.70422535,1.00000000,0.29577465,0.34127844,0.65872156
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.93617021,0.93617021,1.00000000,0.06382979,0.07364975,0.92635025
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.86363636,0.86363636,1.00000000,0.13636364,0.15734266,0.84265734
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.64864865,0.64864865,1.00000000,0.35135135,0.40540541,0.59459459
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.38709677,0.38709677,1.00000000,0.61290323,0.70719603,0.29280397
dicec,binary,False,SPM,SPM,SPM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.14814815,0.14814815,1.00000000,0.85185185,0.98290598,0.01709402
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87500000,0.87500000,1.00000000,0.12500000,0.14423077,0.85576923
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.23076923,0.76923077
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73684211,0.73684211,1.00000000,0.26315789,0.30364372,0.69635628
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.60869565,0.60869565,1.00000000,0.39130435,0.45150502,0.54849498
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.96296296,0.96296296,1.00000000,0.03703704,0.04273504,0.95726496
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.83333333,0.83333333,1.00000000,0.16666667,0.19230769,0.80769231
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.44444444,0.44444444,1.00000000,0.55555556,0.64102564,0.35897436
dicec,binary,False,SPM,SPM,SPM,r5_single_short,r5_single_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.13333333,0.13333333,1.00000000,0.86666667,1.00000000,0.00000000
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89075630,0.89075630,1.00000000,0.10924370,0.12605042,0.87394958
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81381958,0.81381958,1.00000000,0.18618042,0.21482356,0.78517644
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.80151229,0.80151229,1.00000000,0.19848771,0.22902428,0.77097572
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.80151229,0.80151229,1.00000000,0.19848771,0.22902428,0.77097572
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.80151229,0.80151229,1.00000000,0.19848771,0.22902428,0.77097572
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.94789082,0.94789082,1.00000000,0.05210918,0.06012598,0.93987402
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.86021505,0.86021505,1.00000000,0.13978495,0.16129032,0.83870968
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.66666667,0.66666667,1.00000000,0.33333333,0.38461538,0.61538462
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.39393939,0.39393939,1.00000000,0.60606061,0.69930070,0.30069930
dicec,binary,False,SPM,SPM,SPM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.18025751,0.18025751,1.00000000,0.81974249,0.94585672,0.05414328
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.90000000,0.90000000,1.00000000,0.10000000,0.10000000,0.90000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.20000000,0.80000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.72000000,0.72000000,1.00000000,0.28000000,0.28000000,0.72000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.33333333,0.66666667
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.62068966,0.62068966,1.00000000,0.37931034,0.37931034,0.62068966
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89010989,0.89010989,1.00000000,0.10989011,0.10989011,0.89010989
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.20000000,0.80000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.78260870,0.78260870,1.00000000,0.21739130,0.21739130,0.78260870
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.78260870,0.78260870,1.00000000,0.21739130,0.21739130,0.78260870
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.78260870,0.78260870,1.00000000,0.21739130,0.21739130,0.78260870
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r2_single_long,r2_single_long__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87804878,0.87804878,1.00000000,0.12195122,0.12195122,0.87804878
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.79558011,0.79558011,1.00000000,0.20441989,0.20441989,0.79558011
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73469388,0.73469388,1.00000000,0.26530612,0.26530612,0.73469388
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.33333333,0.66666667
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.61016949,0.61016949,1.00000000,0.38983051,0.38983051,0.61016949
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r3_multi_short,r3_multi_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89285714,0.89285714,1.00000000,0.10714286,0.10714286,0.89285714
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81300813,0.81300813,1.00000000,0.18699187,0.18699187,0.81300813
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.76923077,0.76923077,1.00000000,0.23076923,0.23076923,0.76923077
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.73529412,0.73529412,1.00000000,0.26470588,0.26470588,0.73529412
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.70422535,0.70422535,1.00000000,0.29577465,0.29577465,0.70422535
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r4_two_close,r4_two_close__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.87500000,0.87500000,1.00000000,0.12500000,0.12500000,0.87500000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.80000000,0.80000000,1.00000000,0.20000000,0.20000000,0.80000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.73684211,0.73684211,1.00000000,0.26315789,0.26315789,0.73684211
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.66666667,0.66666667,1.00000000,0.33333333,0.33333333,0.66666667
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.60869565,0.60869565,1.00000000,0.39130435,0.39130435,0.60869565
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r5_single_short,r5_single_short__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__on_time,on_time,on_time,0,0.00000000,0,0,1.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.89075630,0.89075630,1.00000000,0.10924370,0.10924370,0.89075630
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,0.81381958,0.81381958,1.00000000,0.18618042,0.18618042,0.81381958
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,0.80151229,0.80151229,1.00000000,0.19848771,0.19848771,0.80151229
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,0.80151229,0.80151229,1.00000000,0.19848771,0.19848771,0.80151229
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,0.80151229,0.80151229,1.00000000,0.19848771,0.19848771,0.80151229
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__late_detection_l03,late_detection_l03,late_detection,3,0.50000000,0,9,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__late_detection_l04,late_detection_l04,late_detection,4,0.25000000,0,14,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
dtpaf,binary,False,TEM,DPM,TEM/DPM,r6_high_density,r6_high_density__late_detection_l05,late_detection_l05,late_detection,5,0.10000000,0,16,0.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__on_time,on_time,on_time,0,0.00000000,0,0,0.47058824,0.47058824,0.47058824,0.00000000,0.00000000,1.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l01,early_warning_l01,early_warning,1,0.25000000,4,0,0.70588235,0.70588235,0.47058824,-0.23529412,-0.44444444,1.44444444
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l02,early_warning_l02,early_warning,2,0.50000000,9,0,1.00000000,1.00000000,0.47058824,-0.52941176,-1.00000000,2.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l03,early_warning_l03,early_warning,3,0.75000000,14,0,1.00000000,1.00000000,0.47058824,-0.52941176,-1.00000000,2.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l04,early_warning_l04,early_warning,4,1.00000000,18,0,1.00000000,1.00000000,0.47058824,-0.52941176,-1.00000000,2.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__early_warning_l05,early_warning_l05,early_warning,5,1.25000000,22,0,1.00000000,1.00000000,0.47058824,-0.52941176,-1.00000000,2.00000000
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l01,late_detection_l01,late_detection,1,0.90000000,0,2,0.35294118,0.35294118,0.47058824,0.11764706,0.22222222,0.77777778
eds,binary,False,TEM,DPM,TEM/DPM,r1_sparse_two_short,r1_sparse_two_short__late_detection_l02,late_detection_l02,late_detection,2,0.75000000,0,4,0.23529412,0.23529412,0.47058824,0.23529412,0.44444444,0.55555556
